Date,Open,High,Low,Close,Adj Close,Volume
2018-12-13,625.000000,625.400024,615.950012,618.150024,617.210693,728034
2018-12-14,618.000000,621.299988,610.950012,618.700012,617.759827,394353
2018-12-17,623.000000,625.000000,616.349976,617.250000,616.312012,320771
2018-12-18,619.299988,621.750000,613.900024,619.750000,618.808228,438539
2018-12-19,623.000000,649.849976,619.750000,639.450012,638.478271,1378385
2018-12-20,638.000000,646.450012,629.400024,633.000000,632.038086,1361603
2018-12-21,633.000000,637.799988,617.150024,621.099976,620.156128,540616
2018-12-24,625.000000,627.000000,613.400024,614.799988,613.865723,311866
2018-12-26,613.000000,622.950012,603.549988,616.849976,615.912598,921878
2018-12-27,627.000000,627.000000,615.500000,617.500000,616.561646,282688
2018-12-28,622.950012,628.099976,620.500000,625.250000,624.299866,291528
2018-12-31,629.099976,631.799988,618.750000,619.799988,618.858154,328642
2019-01-01,621.200012,629.849976,621.200012,627.500000,626.546448,421478
2019-01-02,624.700012,628.299988,617.099976,618.900024,617.959534,733587
2019-01-03,621.000000,622.849976,604.650024,607.950012,607.026184,749654
2019-01-04,610.000000,624.700012,609.849976,619.849976,618.908020,471975
2019-01-07,625.900024,640.200012,624.000000,637.450012,636.481323,1472429
2019-01-08,635.500000,653.900024,630.700012,650.900024,649.910889,875149
2019-01-09,652.950012,672.000000,652.700012,670.049988,669.031738,1219652
2019-01-10,667.200012,670.000000,655.500000,663.000000,661.992493,591342
2019-01-11,665.000000,669.599976,658.200012,666.500000,665.487183,621159
2019-01-14,666.500000,666.500000,652.900024,659.400024,658.398010,290888
2019-01-15,661.250000,664.250000,655.500000,660.099976,659.096863,328501
2019-01-16,660.250000,670.400024,660.250000,663.650024,662.641541,499664
2019-01-17,668.599976,678.900024,665.900024,676.299988,675.272278,603191
2019-01-18,675.700012,675.799988,661.650024,664.299988,663.290527,353444
2019-01-21,661.900024,664.450012,656.750000,660.250000,659.246643,196692
2019-01-22,659.400024,664.000000,632.000000,661.799988,660.794312,1081373
2019-01-23,660.000000,666.950012,659.000000,661.400024,660.394958,190089
2019-01-24,661.400024,665.599976,655.099976,663.950012,662.941040,211196
2019-01-25,665.799988,676.000000,665.349976,667.750000,666.735291,365366
2019-01-28,668.000000,674.150024,650.250000,655.950012,654.953247,455960
2019-01-29,659.349976,671.000000,650.000000,660.799988,659.795837,1214566
2019-01-30,687.900024,703.000000,684.000000,690.900024,689.850098,1783015
2019-01-31,698.700012,726.000000,689.000000,722.950012,721.851379,1285750
2019-02-01,721.000000,725.799988,705.549988,716.400024,715.311340,3253300
2019-02-04,713.400024,723.500000,707.400024,719.200012,718.107117,439574
2019-02-05,722.450012,731.049988,719.000000,727.799988,726.694031,518070
2019-02-06,729.299988,734.349976,715.950012,723.900024,722.799988,600982
2019-02-07,727.750000,733.500000,723.599976,729.349976,728.241638,400735
2019-02-08,725.650024,732.200012,715.900024,718.250000,717.158508,1030357
2019-02-11,720.849976,720.900024,706.000000,710.349976,709.270508,344718
2019-02-12,700.750000,713.000000,698.500000,705.849976,704.777344,572610
2019-02-14,704.049988,706.450012,693.000000,694.750000,693.694214,434263
2019-02-15,699.599976,706.950012,681.799988,686.549988,685.506714,443380
2019-02-18,687.000000,697.500000,681.200012,692.599976,691.547485,302244
2019-02-19,694.950012,705.049988,688.650024,693.200012,692.146606,361660
2019-02-20,698.549988,702.700012,694.950012,700.900024,699.834900,320042
2019-02-21,702.000000,706.700012,695.349976,696.900024,695.841003,340557
2019-02-22,696.299988,704.950012,691.400024,703.049988,701.981628,286037
2019-02-25,703.049988,706.500000,696.500000,704.000000,702.930176,245365
2019-02-26,695.000000,714.500000,690.500000,710.099976,709.020874,602761
2019-02-27,715.599976,727.400024,713.450012,717.849976,716.759094,587432
2019-02-28,721.000000,722.349976,706.799988,709.349976,708.272034,437329
2019-03-01,713.950012,715.000000,700.000000,703.099976,702.031555,449884
2019-03-05,704.599976,734.200012,701.049988,732.099976,730.987488,639444
2019-03-06,734.000000,735.000000,713.650024,719.500000,718.406616,538968
2019-03-07,722.000000,738.400024,719.750000,732.200012,731.087341,540668
2019-03-08,731.200012,736.349976,728.750000,732.349976,731.237061,581519
2019-03-11,731.599976,744.900024,731.000000,734.150024,733.034424,852871
2019-03-12,739.349976,749.150024,737.849976,742.250000,741.122070,489658
2019-03-13,747.000000,750.900024,736.000000,738.450012,737.327820,1134173
2019-03-14,743.950012,749.549988,737.500000,740.450012,739.324829,558679
2019-03-15,743.450012,748.500000,732.500000,735.700012,734.582031,460867
2019-03-18,738.650024,756.000000,738.650024,751.950012,750.807312,1348505
2019-03-19,754.099976,763.200012,749.000000,761.000000,759.843567,1044182
2019-03-20,761.099976,766.700012,754.000000,755.549988,754.401855,421357
2019-03-22,763.200012,765.750000,752.450012,757.349976,756.199097,2602307
2019-03-25,753.849976,754.200012,741.000000,743.849976,742.719604,675678
2019-03-26,749.599976,761.700012,742.000000,757.200012,756.049377,336660
2019-03-27,762.000000,769.849976,756.000000,760.150024,758.994873,491656
2019-03-28,762.150024,788.549988,757.500000,780.200012,779.014404,501818
2019-04-01,779.950012,783.549988,760.650024,765.099976,763.937317,306288
2019-04-02,771.000000,774.650024,761.299988,767.450012,766.283752,348397
2019-04-03,771.799988,772.950012,758.549988,761.400024,760.242981,216656
2019-04-04,765.000000,771.950012,760.000000,762.150024,760.991821,259099
2019-04-05,765.799988,769.000000,756.049988,761.950012,760.792114,625137
2019-04-08,764.950012,767.400024,749.049988,754.299988,753.153748,182964
2019-04-09,754.049988,766.049988,750.599976,763.549988,762.389709,216736
2019-04-10,761.500000,767.799988,758.650024,761.750000,760.592407,225300
2019-04-11,760.099976,760.650024,747.049988,752.049988,750.907166,178904
2019-04-12,750.099976,765.450012,750.099976,764.150024,762.988831,1075987
2019-04-15,764.150024,769.950012,761.000000,763.200012,762.040222,490501
2019-04-16,766.000000,775.400024,765.150024,770.650024,769.478943,254289
2019-04-18,777.349976,779.000000,769.000000,771.200012,770.028076,188146
2019-04-22,770.250000,770.250000,751.200012,755.400024,754.252075,216290
2019-04-23,758.049988,759.349976,749.299988,753.099976,751.955566,199888
2019-04-24,755.000000,755.099976,738.500000,752.599976,751.456299,214500
2019-04-25,755.700012,758.700012,737.599976,740.849976,739.724182,291955
2019-04-26,761.299988,765.000000,746.549988,760.200012,759.044800,1525850
2019-04-30,760.200012,769.549988,755.200012,766.900024,765.734619,315372
2019-05-02,766.900024,767.799988,748.400024,752.650024,751.506287,284916
2019-05-03,754.950012,763.299988,753.650024,757.400024,756.249084,267705
2019-05-06,748.400024,753.549988,744.900024,747.549988,746.414001,211082
2019-05-07,753.500000,755.349976,740.500000,742.549988,741.421570,187725
2019-05-08,744.900024,744.900024,733.700012,735.500000,734.382324,351264
2019-05-09,735.000000,740.200012,729.000000,730.000000,728.890686,437995
2019-05-10,732.049988,738.500000,730.000000,733.650024,732.535156,246828
2019-05-13,730.950012,742.500000,730.000000,732.349976,731.237061,963517
2019-05-14,731.799988,738.099976,722.450012,731.500000,730.388428,352645
2019-05-15,736.299988,737.650024,716.400024,721.250000,720.153992,405255
2019-05-16,721.900024,735.799988,719.700012,732.250000,731.137268,192354
2019-05-17,734.000000,751.500000,727.250000,748.150024,747.013123,297713
2019-05-20,764.500000,789.000000,762.000000,782.750000,781.560547,1835636
2019-05-21,791.000000,791.000000,771.549988,773.099976,771.925171,267111
2019-05-22,776.400024,783.349976,770.049988,779.299988,778.115723,140802
2019-05-23,789.900024,803.700012,770.500000,777.049988,775.869141,782438
2019-05-24,779.000000,795.400024,779.000000,793.650024,792.443970,944067
2019-05-27,793.650024,814.700012,787.599976,812.450012,811.215393,469249
2019-05-28,814.900024,821.400024,802.099976,808.750000,807.520996,323466
2019-05-29,809.500000,813.250000,802.500000,804.799988,803.577026,176013
2019-05-30,804.799988,814.150024,803.049988,808.099976,806.871948,217577
2019-05-31,813.400024,818.150024,794.000000,808.500000,807.271362,285825
2019-06-03,810.099976,815.000000,804.000000,812.299988,811.065613,157672
2019-06-04,807.799988,826.400024,805.549988,821.400024,820.151794,875746
2019-06-06,826.549988,826.549988,806.049988,808.849976,807.620850,261020
2019-06-07,809.700012,812.799988,801.650024,804.200012,802.977905,214844
2019-06-10,810.000000,816.200012,806.650024,814.200012,812.962708,203408
2019-06-11,817.700012,821.349976,807.500000,814.950012,813.711609,121618
2019-06-12,816.000000,816.000000,809.500000,812.349976,811.115540,254786
2019-06-13,812.349976,822.000000,811.900024,819.700012,818.454407,280540
2019-06-14,820.000000,822.900024,796.750000,800.150024,798.934082,335092
2019-06-17,801.000000,802.400024,775.250000,776.700012,775.519714,263464
2019-06-18,782.000000,784.599976,770.150024,776.250000,775.070374,361004
2019-06-19,782.000000,789.250000,763.750000,771.250000,770.078003,279667
2019-06-20,773.500000,774.500000,759.000000,771.450012,770.277710,385769
2019-06-21,776.349976,778.299988,763.549988,771.950012,770.776917,811619
2019-06-24,771.000000,775.349976,760.900024,762.849976,761.690735,141149
2019-06-25,763.000000,783.000000,757.000000,781.849976,780.661865,357956
2019-06-26,782.349976,792.000000,781.700012,788.950012,787.751099,213661
2019-06-27,789.349976,806.650024,782.000000,800.349976,799.133728,572526
2019-06-28,793.150024,812.900024,793.150024,807.650024,806.422729,304760
2019-07-01,810.000000,819.049988,807.549988,810.250000,809.018738,182097
2019-07-02,813.000000,813.349976,800.700012,802.650024,801.430298,266473
2019-07-03,803.500000,811.000000,801.750000,806.299988,805.074707,222243
2019-07-04,809.049988,813.500000,804.250000,808.650024,807.421204,257487
2019-07-05,811.900024,813.000000,801.799988,805.950012,804.725281,198891
2019-07-08,803.400024,804.450012,779.049988,783.049988,781.860046,246064
2019-07-09,782.000000,788.599976,776.599976,786.200012,785.005310,189524
2019-07-10,788.950012,789.400024,764.450012,768.500000,767.332153,203058
2019-07-11,772.200012,773.250000,763.000000,766.650024,765.484985,330441
2019-07-12,767.000000,768.000000,751.099976,755.450012,754.302002,260430
2019-07-15,757.950012,759.200012,744.000000,749.650024,748.510864,426364
2019-07-16,752.500000,763.000000,748.000000,761.700012,760.542542,419355
2019-07-17,761.700012,765.599976,750.200012,752.650024,751.506287,208765
2019-07-18,754.950012,754.950012,734.750000,740.849976,739.724182,336028
2019-07-19,744.000000,746.450012,723.250000,729.450012,728.341553,177381
2019-07-22,732.750000,738.400024,720.599976,727.500000,726.394470,473654
2019-07-23,734.900024,739.299988,715.849976,726.400024,725.296143,312925
2019-07-24,729.000000,732.750000,709.450012,711.099976,710.019348,190424
2019-07-25,712.000000,725.849976,706.549988,723.299988,722.200867,163417
2019-07-26,723.299988,732.299988,719.099976,729.849976,728.740906,185928
2019-07-29,745.000000,745.000000,709.900024,719.650024,718.556458,328200
2019-07-30,725.049988,727.700012,701.099976,706.549988,705.476318,384131
2019-07-31,694.000000,695.349976,657.650024,674.400024,673.375183,1271110
2019-08-01,674.299988,680.799988,663.000000,669.650024,668.632385,419021
2019-08-02,665.049988,681.349976,662.000000,673.450012,672.426636,529590
2019-08-05,669.799988,669.799988,650.000000,662.900024,661.892639,358616
2019-08-06,660.000000,682.900024,655.799988,678.849976,677.818359,308901
2019-08-07,679.750000,679.750000,654.500000,660.049988,659.046936,315371
2019-08-08,668.000000,668.000000,643.250000,660.000000,658.997070,1221798
2019-08-09,663.000000,675.500000,659.599976,660.700012,659.695984,402184
2019-08-13,666.900024,668.950012,645.000000,650.150024,649.162048,245376
2019-08-14,655.799988,669.549988,652.299988,663.200012,662.192200,166358
2019-08-16,663.000000,677.799988,657.000000,675.549988,674.523438,213890
2019-08-19,679.000000,688.750000,676.750000,685.000000,683.959045,297079
2019-08-20,686.599976,686.599976,669.250000,672.200012,671.178528,178294
2019-08-21,671.000000,673.849976,659.799988,665.000000,663.989441,183344
2019-08-22,669.000000,669.799988,657.950012,660.900024,659.895691,289324
2019-08-23,660.000000,671.150024,645.599976,663.400024,662.391907,343510
2019-08-26,676.549988,686.849976,660.950012,683.650024,682.611145,268129
2019-08-27,693.000000,696.700012,680.150024,682.549988,681.512756,250592
2019-08-28,684.900024,689.500000,673.799988,678.099976,677.069519,127475
2019-08-29,676.500000,676.500000,658.700012,660.950012,659.945618,176728
2019-08-30,666.700012,668.349976,640.500000,663.750000,662.741333,447978
2019-09-03,661.900024,661.900024,641.150024,645.349976,644.369263,214288
2019-09-04,647.500000,653.000000,638.700012,646.950012,645.966919,292850
2019-09-05,652.000000,659.599976,644.500000,649.250000,648.263367,250259
2019-09-06,651.200012,672.900024,651.200012,671.000000,669.980347,398136
2019-09-09,668.849976,675.799988,662.500000,671.599976,670.579407,222421
2019-09-11,674.500000,683.150024,671.200012,681.700012,680.664063,163438
2019-09-12,677.099976,681.500000,660.700012,662.799988,661.792786,152329
2019-09-13,667.400024,675.900024,657.200012,674.349976,673.325195,284233
2019-09-16,670.599976,674.500000,665.000000,671.200012,670.180054,179116
2019-09-17,670.000000,670.000000,638.150024,640.200012,639.227173,467458
2019-09-18,643.799988,654.200012,641.700012,648.200012,647.214966,307394
2019-09-19,648.000000,649.900024,632.700012,638.250000,637.280090,246148
2019-09-20,642.799988,689.299988,622.599976,680.700012,679.665588,1289716
2019-09-23,703.000000,736.000000,695.099976,727.049988,725.945129,1090256
2019-09-24,729.799988,733.549988,702.200012,704.299988,703.229736,573654
2019-09-25,701.849976,703.049988,683.849976,694.900024,693.844055,463219
2019-09-26,691.000000,719.549988,686.900024,700.099976,699.036072,598772
2019-09-27,701.900024,707.500000,692.799988,700.849976,699.784973,354105
2019-09-30,704.900024,711.750000,682.049988,684.650024,683.609619,597110
2019-10-01,686.250000,701.049988,656.349976,679.700012,678.667114,1463513
2019-10-03,675.000000,675.500000,647.250000,668.250000,667.234497,538002
2019-10-04,672.000000,677.000000,651.900024,656.150024,655.152954,520176
2019-10-07,662.500000,681.700012,651.799988,672.750000,671.727661,468610
2019-10-09,673.799988,689.400024,664.599976,686.299988,685.257080,322792
2019-10-10,681.900024,681.900024,665.450012,672.900024,671.877441,255279
2019-10-11,675.099976,685.900024,668.700012,672.500000,671.478027,323281
2019-10-14,675.200012,693.799988,673.700012,683.549988,682.511230,284559
2019-10-15,683.650024,694.900024,681.799988,690.000000,688.951477,205409
2019-10-16,694.299988,695.450012,683.700012,693.500000,692.446167,334757
2019-10-17,691.500000,712.400024,691.000000,710.549988,709.470215,376968
2019-10-18,710.900024,715.200012,705.700012,709.200012,708.122314,238521
2019-10-22,714.700012,722.650024,704.250000,712.700012,711.617004,307510
2019-10-23,713.099976,730.000000,710.099976,714.799988,713.713745,498667
2019-10-24,717.599976,722.799988,702.200012,707.450012,706.374939,347427
2019-10-25,707.450012,710.599976,695.000000,708.049988,706.973999,255151
2019-10-27,714.950012,714.950012,708.650024,710.299988,709.220581,41242
2019-10-29,708.000000,742.900024,704.200012,739.150024,738.026794,563404
2019-10-30,744.900024,750.000000,735.799988,747.650024,746.513855,365599
2019-10-31,747.250000,750.049988,732.000000,736.000000,734.881531,255452
2019-11-01,738.900024,749.849976,727.650024,748.299988,747.162842,359902
2019-11-04,753.000000,755.450012,735.700012,742.150024,741.022217,248706
2019-11-05,744.900024,745.849976,730.799988,737.599976,736.479126,1601850
2019-11-06,739.450012,750.250000,728.500000,747.099976,745.964661,309943
2019-11-07,749.599976,755.950012,732.750000,734.650024,733.533630,309053
2019-11-08,737.000000,737.000000,723.099976,725.450012,724.347595,236284
2019-11-11,726.900024,735.500000,721.549988,733.599976,732.485168,162472
2019-11-13,734.700012,737.200012,706.950012,710.250000,709.170715,235446
2019-11-14,710.000000,721.500000,707.500000,715.849976,714.762146,193633
2019-11-15,717.900024,723.400024,710.250000,716.549988,715.461121,207114
2019-11-18,716.000000,725.299988,712.349976,723.049988,721.951233,143550
2019-11-19,729.900024,750.000000,726.049988,747.849976,746.713501,432017
2019-11-20,747.000000,753.799988,741.250000,748.799988,747.662109,202232
2019-11-21,748.000000,748.049988,735.099976,737.150024,736.029846,163828
2019-11-22,738.400024,740.000000,727.750000,732.099976,730.987488,467028
2019-11-25,733.000000,756.450012,730.599976,754.799988,753.652954,196442
2019-11-26,758.450012,761.849976,744.200012,752.250000,751.106873,216176
2019-11-27,753.000000,763.950012,749.000000,752.450012,751.306580,641014
2019-11-28,752.500000,755.650024,745.549988,750.549988,749.409424,1397562
2019-11-29,750.549988,756.400024,737.000000,739.500000,738.376221,355340
2019-12-02,740.000000,745.799988,737.549988,744.200012,743.069092,153150
2019-12-03,745.900024,745.900024,730.950012,733.250000,732.135742,137742
2019-12-04,730.000000,746.750000,729.500000,739.750000,738.625854,269734
2019-12-05,745.000000,745.000000,725.150024,729.500000,728.391418,297146
2019-12-06,734.700012,735.250000,715.000000,717.549988,716.459595,214633
2019-12-09,714.900024,733.799988,710.250000,731.950012,730.837708,281400
2019-12-10,731.500000,732.349976,714.200012,715.349976,714.262939,153295
2019-12-11,711.950012,722.250000,709.299988,716.450012,715.361267,167588
2019-12-12,717.549988,725.349976,715.200012,721.599976,720.503418,168618
2019-12-13,727.099976,753.849976,725.299988,752.000000,750.857239,471839
2019-12-16,753.700012,754.799988,746.299988,747.099976,745.964661,217594
2019-12-17,747.099976,756.400024,741.599976,745.549988,744.417053,686702
2019-12-18,742.799988,748.299988,737.700012,742.000000,740.872437,406046
2019-12-19,742.000000,749.650024,741.150024,742.750000,741.621277,277344
2019-12-20,742.000000,747.400024,737.400024,739.700012,738.575928,232546
2019-12-23,740.900024,748.250000,736.799988,743.549988,742.420044,322452
2019-12-24,743.000000,744.549988,737.700012,740.450012,739.324829,97589
2019-12-26,739.000000,740.450012,733.799988,736.150024,735.031372,92523
2019-12-27,738.150024,762.200012,736.099976,760.700012,759.544067,359458
2019-12-30,760.000000,765.599976,751.200012,754.200012,753.053894,222572
2019-12-31,754.099976,765.900024,751.200012,754.000000,752.854187,271480
2020-01-01,755.000000,760.000000,747.250000,748.900024,747.761963,106917
2020-01-02,751.950012,759.000000,747.900024,757.250000,756.099243,109634
2020-01-03,756.799988,756.799988,740.750000,742.900024,741.771118,170385
2020-01-06,733.250000,739.000000,721.250000,722.599976,721.501892,326049
2020-01-07,729.750000,737.950012,721.400024,725.700012,724.597229,207649
2020-01-08,717.599976,725.599976,709.299988,724.700012,723.598755,238511
2020-01-09,735.599976,745.250000,730.150024,743.250000,742.120544,227040
2020-01-10,745.200012,751.500000,735.000000,740.000000,738.875488,171150
2020-01-13,742.799988,746.200012,735.599976,737.450012,736.329346,117995
2020-01-14,739.099976,751.250000,734.450012,747.650024,746.513855,123341
2020-01-15,747.900024,749.000000,738.150024,746.150024,745.016174,175333
2020-01-16,746.150024,750.250000,735.400024,737.299988,736.179565,166417
2020-01-17,736.299988,742.000000,731.000000,739.799988,738.675781,137613
2020-01-20,742.000000,746.049988,724.950012,726.750000,725.645630,161423
2020-01-21,725.049988,729.500000,716.200012,717.750000,716.659302,219480
2020-01-22,719.400024,722.599976,707.000000,712.750000,711.666870,324058
2020-01-23,722.000000,737.299988,719.650024,722.799988,721.701599,398859
2020-01-24,725.000000,741.799988,721.000000,737.299988,736.179565,347725
2020-01-27,733.799988,748.250000,732.700012,740.000000,738.875488,227585
2020-01-28,740.000000,746.450012,735.000000,737.099976,735.979858,157059
2020-01-29,740.000000,745.500000,733.549988,735.349976,734.232544,209787
2020-01-30,739.299988,739.299988,727.500000,731.299988,730.188660,133524
2020-01-31,739.000000,739.000000,725.250000,729.349976,728.241638,219432
2020-02-03,705.000000,712.950012,695.950012,709.099976,708.022400,254806
2020-02-04,712.000000,720.500000,710.299988,714.900024,713.813660,220140
2020-02-05,720.200012,725.750000,715.099976,724.150024,723.049622,159250
2020-02-06,726.000000,744.799988,722.950012,737.000000,735.880066,242752
2020-02-07,738.950012,749.000000,733.650024,748.000000,746.863342,357707
2020-02-10,747.900024,747.900024,739.000000,741.299988,740.173523,74983
2020-02-11,744.900024,756.900024,741.549988,749.500000,748.361023,146651
2020-02-12,751.000000,760.599976,751.000000,755.150024,754.002502,96028
2020-02-13,753.450012,753.450012,742.500000,747.650024,746.513855,85732
2020-02-14,749.849976,752.849976,733.000000,736.400024,735.281006,178216
2020-02-17,739.000000,742.900024,730.500000,738.049988,736.928406,107725
2020-02-18,737.599976,737.599976,724.650024,733.400024,732.285522,162222
2020-02-19,741.900024,745.299988,735.799988,741.200012,740.073669,107821
2020-02-20,743.500000,753.900024,737.799988,743.950012,742.819519,198731
2020-02-24,739.900024,739.900024,723.150024,725.799988,724.697021,173604
2020-02-25,730.900024,732.000000,722.549988,728.900024,727.792358,124321
2020-02-26,728.849976,735.599976,721.000000,729.750000,728.641052,95457
2020-02-27,729.799988,739.150024,717.200012,735.650024,734.532104,124458
2020-02-28,729.900024,729.900024,691.299988,696.750000,695.691223,263615
2020-03-02,705.700012,712.950012,675.650024,682.599976,681.562683,908441
2020-03-03,698.950012,698.950012,675.150024,687.250000,686.205627,206182
2020-03-04,688.000000,695.599976,668.450012,682.049988,681.013550,238853
2020-03-05,690.000000,693.700012,675.650024,677.549988,676.520386,144129
2020-03-06,647.000000,660.549988,641.549988,657.900024,656.900269,231292
2020-03-09,641.599976,641.950012,615.000000,623.599976,622.652344,274091
2020-03-11,611.599976,634.549988,611.599976,618.750000,617.809753,197787
2020-03-12,598.599976,598.599976,532.000000,542.849976,542.025024,525197
2020-03-13,520.000000,585.150024,461.450012,568.200012,567.336548,708468
2020-03-16,541.000000,545.250000,502.799988,509.200012,508.426208,417231
2020-03-17,513.000000,531.000000,478.000000,489.100006,488.356750,468111
2020-03-18,489.100006,505.299988,405.000000,472.649994,471.931732,955091
2020-03-19,443.000000,463.750000,424.000000,427.750000,427.099976,891156
2020-03-20,434.700012,449.500000,414.049988,428.350006,427.699066,1116120
2020-03-23,385.549988,410.000000,301.000000,308.350006,307.881439,1149215
2020-03-24,338.000000,338.000000,291.149994,303.149994,302.689331,1748413
2020-03-25,297.000000,356.200012,285.000000,326.899994,326.403229,1424908
2020-03-26,337.000000,398.000000,332.350006,342.649994,342.129303,3934840
2020-03-27,371.000000,408.700012,354.149994,359.700012,359.153412,3349036
2020-03-30,351.000000,381.899994,340.000000,368.700012,368.139740,1590566
2020-03-31,387.899994,389.649994,373.000000,379.299988,378.723602,948806
2020-04-01,380.000000,380.000000,353.299988,358.450012,357.905304,787017
2020-04-03,360.450012,362.700012,324.000000,325.600006,325.105225,980697
2020-04-07,348.100006,397.799988,343.049988,388.799988,388.209167,1674371
2020-04-08,388.000000,427.649994,373.700012,391.299988,390.705353,2420419
2020-04-09,405.700012,422.850006,398.899994,419.899994,419.261902,1623631
2020-04-13,419.899994,428.000000,401.600006,419.399994,418.762665,1235271
2020-04-15,425.200012,451.500000,412.649994,417.100006,416.466187,1385781
2020-04-16,408.000000,427.149994,400.850006,423.149994,422.506958,1326702
2020-04-17,450.000000,486.600006,432.500000,480.049988,479.320496,1654938
2020-04-20,481.000000,485.000000,451.500000,455.549988,454.857727,1544099
2020-04-21,439.000000,439.000000,413.200012,420.899994,420.260376,1804600
2020-04-22,419.799988,434.399994,410.549988,431.200012,430.544739,1056967
2020-04-23,437.000000,440.000000,426.000000,429.700012,429.047028,1327110
2020-04-24,418.450012,419.450012,401.450012,404.100006,403.485931,1075649
2020-04-27,414.200012,429.500000,409.600006,427.299988,426.650665,1004719
2020-04-28,439.000000,458.250000,435.399994,455.549988,454.857727,1503750
2020-04-29,432.000000,448.700012,427.500000,438.850006,438.183105,2088570
2020-04-30,450.950012,462.000000,440.500000,444.600006,443.924377,1192978
2020-05-04,424.700012,424.700012,400.000000,402.799988,402.187897,1365905
2020-05-05,415.000000,418.700012,386.700012,389.200012,388.608582,1788178
2020-05-06,385.000000,394.500000,368.100006,388.350006,387.759857,2355469
2020-05-07,388.700012,402.049988,382.750000,397.399994,396.796082,1087929
2020-05-08,404.000000,409.649994,380.000000,382.250000,381.669128,1101365
2020-05-11,391.000000,393.250000,377.100006,379.950012,379.372620,954522
2020-05-12,377.399994,391.649994,370.000000,386.700012,386.112366,1133484
2020-05-13,411.000000,416.000000,399.700012,413.850006,413.221100,1477333
2020-05-14,402.500000,411.000000,397.649994,401.899994,401.289246,703292
2020-05-15,404.399994,404.399994,387.049988,388.649994,388.059387,1630212
2020-05-18,390.000000,390.000000,352.500000,359.299988,358.753998,1886397
2020-05-19,373.000000,373.000000,350.049988,354.700012,354.161011,1360722
2020-05-20,352.049988,366.299988,350.000000,362.899994,362.348511,1093108
2020-05-21,363.850006,369.000000,354.649994,357.299988,356.757019,689211
2020-05-22,353.000000,359.549988,333.049988,337.100006,336.587738,1934421
2020-05-26,340.000000,347.500000,336.500000,341.399994,340.881195,1008162
2020-05-27,346.000000,392.500000,341.799988,387.350006,386.761383,2052248
2020-05-28,391.500000,407.250000,387.350006,390.850006,390.256073,2442967
2020-05-29,383.000000,389.049988,375.350006,383.200012,382.617706,5474092
2020-06-01,395.000000,409.350006,393.000000,396.850006,396.246948,1475746
2020-06-02,396.750000,414.600006,391.850006,409.899994,409.277100,1428955
2020-06-03,420.000000,431.950012,405.450012,409.600006,408.977570,1509863
2020-06-04,409.899994,413.899994,391.649994,394.350006,393.750732,1517927
2020-06-05,399.700012,409.799988,390.600006,405.450012,404.833893,1281759
2020-06-08,414.100006,444.549988,414.100006,430.500000,429.845795,2062174
2020-06-09,430.500000,442.450012,416.500000,419.899994,419.261902,1372516
2020-06-10,424.000000,433.000000,415.299988,427.799988,427.149902,1087127
2020-06-11,426.000000,435.500000,409.000000,413.450012,412.821716,1507457
2020-06-12,393.000000,412.100006,388.450012,407.899994,407.280151,1537451
2020-06-15,410.000000,410.000000,383.799988,389.350006,388.758331,1442271
2020-06-16,404.500000,404.899994,360.399994,381.450012,380.870361,2910476
2020-06-17,377.299988,398.200012,375.850006,389.450012,388.858185,1668853
2020-06-18,384.000000,408.000000,384.000000,405.399994,404.783936,1297714
2020-06-19,null,null,null,null,null,null
2020-06-22,420.649994,435.750000,418.750000,430.049988,429.396484,1435796
2020-06-23,431.700012,444.899994,430.049988,443.450012,442.776123,905014
2020-06-24,449.000000,449.799988,422.100006,424.399994,423.755066,1004239
2020-06-25,418.000000,428.299988,410.500000,421.399994,420.759613,1171159
2020-06-26,426.399994,428.600006,417.750000,425.049988,424.404083,684122
